customer_id,region,acct_length,internation_plan,voicemail_plan,daytime_call_mins,evening_call_mins,nighttime_call_mins,customer_service_calls,churn,age
1632,South Atlantic,124.0,no,no,184.8,175.1,158.2,1.0,0,58
1633,New England,95.0,no,yes,283.1,286.2,261.7,3.0,0,56
1634,West North Central,173.0,no,no,291.8,214.3,151.2,0.0,1,52
1635,West North Central,110.0,no,no,222.7,105.8,214.8,1.0,0,43
1636,South Atlantic,102.0,no,no,174.5,236.8,270.4,0.0,0,45
1637,New England,130.0,no,no,68.4,193.3,171.5,0.0,0,43
1638,West South Central,91.0,no,yes,273.0,215.5,104.7,1.0,0,50
1639,New England,64.0,yes,no,225.3,108.2,139.6,1.0,1,59
1640,East South Central,176.0,no,yes,283.2,162.6,177.7,1.0,0,63
1641,South Atlantic,93.0,yes,no,131.4,219.7,155.7,1.0,1,46
1642,East North Central,84.0,no,yes,89.7,138.6,165.8,1.0,0,57
1643,West North Central,138.0,no,no,127.1,247.7,207.7,3.0,0,52
1644,West North Central,101.0,no,yes,105.9,231.7,281.3,1.0,0,43
1645,South Atlantic,136.0,no,no,142.3,158.0,177.5,2.0,0,59
1646,Mountain,111.0,no,no,191.3,138.5,246.0,2.0,0,39
1647,New England,132.0,no,yes,201.9,156.3,131.3,0.0,0,45
1648,West North Central,128.0,no,no,247.3,182.7,143.2,3.0,0,48
1649,East South Central,92.0,no,yes,242.2,159.7,210.0,1.0,0,45
1650,East South Central,197.0,yes,no,127.3,222.3,173.9,5.0,1,53
1651,South Atlantic,191.0,no,no,162.0,241.2,210.4,1.0,0,45
1652,South Atlantic,99.0,no,yes,179.1,238.3,165.7,2.0,0,53
1653,South Atlantic,106.0,no,yes,197.4,123.4,115.6,3.0,0,53
1654,East South Central,88.0,no,no,148.2,308.7,235.4,2.0,0,53
1655,Mountain,78.0,no,no,193.1,172.1,129.6,0.0,0,54
1656,Middle Atlantic,98.0,no,no,171.7,174.8,189.6,1.0,0,53
1657,East South Central,17.0,no,yes,198.5,270.6,209.9,1.0,0,45
1658,New England,56.0,no,yes,121.7,184.0,266.6,1.0,0,37
1659,South Atlantic,84.0,no,no,130.2,278.0,305.4,2.0,0,54
1660,New England,95.0,no,no,203.4,168.6,173.0,2.0,0,47
1661,Mountain,16.0,no,no,174.7,280.8,171.7,5.0,0,45
1662,Mountain,76.0,yes,no,241.0,231.8,220.2,1.0,1,55
1663,South Atlantic,93.0,no,no,141.7,221.0,227.1,0.0,0,47
1664,Pacific,83.0,no,no,134.8,167.2,161.5,2.0,0,67
1665,West North Central,123.0,no,no,163.1,249.4,168.2,1.0,0,58
1666,New England,64.0,no,no,145.5,228.4,273.4,1.0,0,34
1667,West South Central,82.0,no,no,329.8,208.3,267.1,0.0,1,45
1668,South Atlantic,107.0,no,no,194.5,186.3,178.3,2.0,0,54
1669,Mountain,110.0,no,no,131.9,272.7,192.8,1.0,0,42
1670,Pacific,96.0,no,yes,150.0,159.4,228.1,1.0,0,48
1671,East South Central,47.0,no,yes,196.6,241.4,226.0,2.0,0,29
1672,East South Central,115.0,no,no,99.7,145.1,149.4,2.0,0,76
1673,Middle Atlantic,69.0,no,no,143.6,141.8,194.0,3.0,0,57
1674,New England,163.0,no,yes,231.9,211.8,268.5,2.0,0,52
1675,New England,90.0,no,no,37.8,155.3,175.0,3.0,0,60
1676,West North Central,98.0,no,no,72.8,186.4,175.3,3.0,0,35
1677,Mountain,90.0,no,yes,94.8,219.1,197.4,1.0,0,39
1678,Middle Atlantic,174.0,no,yes,221.8,210.6,221.8,1.0,0,49
1679,Pacific,95.0,no,no,269.0,233.7,179.3,2.0,1,59
1680,Middle Atlantic,79.0,no,no,268.3,185.5,264.6,1.0,1,65
1681,West South Central,123.0,no,yes,198.7,249.0,173.2,1.0,0,37
1682,New England,99.0,no,no,115.5,218.1,254.9,7.0,1,65
1683,Mountain,114.0,no,no,202.1,195.7,291.8,2.0,0,42
1684,Middle Atlantic,141.0,no,no,215.6,200.6,153.8,1.0,0,45
1685,Mountain,132.0,no,no,169.9,209.4,206.1,1.0,0,59
1686,South Atlantic,133.0,no,no,201.7,169.4,286.3,0.0,0,61
1687,West South Central,133.0,no,no,221.1,160.2,161.8,4.0,0,64
1688,New England,93.0,no,yes,218.7,115.0,192.7,2.0,0,46
1689,New England,34.0,no,no,293.7,272.5,178.2,2.0,1,66
1690,Pacific,140.0,no,no,120.3,240.4,216.4,4.0,1,53
1691,South Atlantic,96.0,no,yes,175.8,206.6,178.0,2.0,0,52
1692,South Atlantic,144.0,no,no,278.5,240.7,120.0,1.0,1,73
1693,Mountain,24.0,no,yes,236.3,190.8,129.0,3.0,0,52
1694,South Atlantic,54.0,no,no,273.8,119.6,267.6,1.0,0,38
1695,South Atlantic,50.0,no,no,131.1,160.5,206.9,5.0,1,46
1696,Mountain,92.0,no,yes,167.4,258.6,116.4,4.0,0,38
1697,Mountain,96.0,no,no,197.7,250.5,181.2,3.0,0,36
1698,East North Central,146.0,no,no,169.5,230.9,269.8,2.0,0,49
1699,Mountain,138.0,yes,yes,225.2,173.4,145.8,0.0,0,49
1700,South Atlantic,102.0,no,no,174.5,213.7,164.7,4.0,0,65
1701,West North Central,76.0,no,no,129.7,177.5,228.9,5.0,1,49
1702,West North Central,99.0,no,no,200.0,107.9,233.7,3.0,0,47
1703,South Atlantic,83.0,no,yes,95.9,261.6,228.6,0.0,0,57
1704,New England,36.0,no,yes,152.8,242.8,147.4,1.0,0,54
1705,East North Central,70.0,no,no,129.9,208.7,231.4,1.0,0,56
1706,Mountain,109.0,yes,no,268.4,150.6,297.9,2.0,1,58
1707,Mountain,100.0,no,no,188.5,148.3,179.8,2.0,0,45
1708,Pacific,104.0,no,no,170.6,162.1,210.7,1.0,0,67
1709,Middle Atlantic,106.0,no,no,191.4,200.7,230.1,1.0,0,44
1710,East South Central,84.0,no,no,75.3,179.9,193.8,1.0,0,42
1711,New England,80.0,no,no,149.8,276.3,241.4,2.0,0,62
1712,South Atlantic,100.0,no,no,115.9,111.3,170.2,1.0,0,67
1713,West North Central,99.0,no,no,128.8,203.9,282.6,2.0,0,47
1714,South Atlantic,50.0,no,no,131.7,216.5,196.1,1.0,0,62
1715,East South Central,105.0,no,no,101.4,159.1,259.2,1.0,0,66
1716,South Atlantic,113.0,no,yes,149.0,235.8,201.8,4.0,0,63
1717,East South Central,111.0,no,yes,96.8,170.6,166.0,2.0,0,43
1718,Mountain,161.0,no,no,107.5,256.4,247.2,2.0,0,34
1719,West South Central,70.0,no,no,232.8,303.4,255.6,0.0,1,60
1720,Pacific,97.0,no,yes,121.1,260.2,222.4,3.0,0,43
1721,Pacific,130.0,no,no,124.3,270.7,239.5,0.0,0,40
1722,East North Central,92.0,no,no,157.7,298.6,216.9,1.0,0,42
1723,Mountain,119.0,no,no,124.3,207.1,157.4,0.0,0,55
1724,Mountain,115.0,no,no,286.4,205.7,191.4,1.0,1,61
1725,New England,134.0,no,no,141.7,205.6,218.5,0.0,0,39
1726,South Atlantic,127.0,no,yes,173.0,245.8,300.0,0.0,0,44
1727,Middle Atlantic,80.0,no,no,268.7,301.0,167.0,2.0,1,65
1728,West North Central,153.0,no,yes,218.5,134.2,118.9,0.0,0,59
1729,West North Central,85.0,no,no,255.3,194.6,276.6,3.0,0,55
1730,Pacific,79.0,no,no,41.9,211.0,237.9,1.0,0,52
1731,West North Central,35.0,no,no,260.8,258.1,131.3,1.0,0,64
1732,East North Central,120.0,no,yes,239.4,259.4,238.0,0.0,0,34
1733,West North Central,68.0,no,no,226.7,168.4,188.7,0.0,0,52
1734,South Atlantic,60.0,no,no,179.3,208.9,248.2,1.0,1,53
1735,West North Central,120.0,no,no,158.0,197.0,154.9,1.0,0,46
1736,Mountain,71.0,no,yes,175.7,258.9,268.4,1.0,0,39
1737,South Atlantic,124.0,no,no,157.4,167.8,188.8,3.0,0,64
1738,New England,23.0,no,no,113.1,168.8,262.9,1.0,1,67
1739,Mountain,225.0,no,no,182.7,246.5,218.0,1.0,0,52
1740,Middle Atlantic,181.0,yes,no,161.3,124.4,262.0,0.0,1,69
1741,New England,63.0,no,no,142.5,208.3,228.9,2.0,0,56
1742,South Atlantic,54.0,yes,no,190.5,259.7,141.5,2.0,1,60
1743,West North Central,80.0,yes,yes,159.3,170.6,141.2,1.0,0,47
1744,South Atlantic,118.0,yes,yes,153.8,123.3,117.8,1.0,0,47
1745,Middle Atlantic,42.0,yes,no,180.7,174.6,165.3,2.0,0,62
1746,East North Central,134.0,no,no,202.7,224.9,253.9,0.0,0,43
1747,West South Central,66.0,no,yes,190.8,261.3,209.5,0.0,0,42
1748,Pacific,66.0,no,no,205.1,232.7,259.9,2.0,0,48
1749,East South Central,127.0,no,yes,235.6,236.8,241.2,1.0,0,43
1750,Pacific,146.0,no,no,189.3,155.9,186.0,0.0,0,46
1751,Mountain,93.0,no,yes,166.9,273.2,171.0,1.0,0,51
1752,New England,77.0,no,no,245.2,254.1,239.4,0.0,1,44
1753,Mountain,111.0,no,no,132.6,221.1,127.9,4.0,1,68
1754,Middle Atlantic,125.0,no,no,182.3,139.8,171.6,2.0,0,36
1755,East South Central,115.0,no,yes,192.3,88.7,229.4,2.0,0,59
1756,West North Central,115.0,yes,no,122.0,220.2,179.7,2.0,1,60
1757,South Atlantic,114.0,no,no,193.0,250.0,133.3,2.0,0,38
1758,East North Central,106.0,no,no,158.6,220.0,252.9,0.0,0,54
1759,West North Central,118.0,no,yes,91.5,219.9,229.0,2.0,0,63
1760,Mountain,59.0,no,no,153.6,205.5,114.5,1.0,0,27
1761,West North Central,87.0,yes,yes,221.6,157.1,222.4,1.0,0,42
1762,Middle Atlantic,21.0,no,no,244.7,168.0,281.5,1.0,0,57
1763,East North Central,142.0,no,yes,239.8,285.9,256.7,0.0,0,50
1764,Mountain,62.0,no,no,172.4,230.5,228.2,0.0,0,63
1765,Pacific,149.0,no,no,242.5,245.4,219.6,3.0,1,49
1766,Mountain,54.0,no,yes,117.6,159.2,236.4,2.0,0,44
1767,West South Central,112.0,no,no,174.5,259.3,170.5,1.0,0,44
1768,East South Central,68.0,no,no,157.3,220.9,218.9,1.0,0,57
1769,West South Central,201.0,no,yes,192.0,239.1,116.1,1.0,0,36
1770,Middle Atlantic,88.0,no,no,218.2,169.3,141.1,1.0,0,60
1771,East North Central,85.0,no,yes,144.6,140.0,165.4,1.0,0,48
1772,South Atlantic,51.0,yes,no,153.6,232.9,214.2,0.0,1,55
1773,West North Central,45.0,no,yes,135.8,222.5,235.6,2.0,0,52
1774,West South Central,116.0,no,no,160.7,146.8,287.8,0.0,0,50
1775,East North Central,146.0,no,yes,202.5,241.4,169.6,1.0,0,59
1776,East North Central,63.0,no,yes,152.2,227.1,195.7,1.0,0,42
1777,South Atlantic,133.0,no,no,227.4,73.2,114.3,0.0,0,43
1778,East South Central,125.0,no,no,191.6,205.6,210.2,2.0,0,38
1779,East North Central,72.0,no,no,138.9,211.6,179.5,1.0,0,63
1780,East South Central,130.0,no,no,127.0,206.9,231.7,0.0,0,27
1781,West North Central,97.0,no,no,168.6,259.2,279.8,1.0,0,44
1782,Middle Atlantic,54.0,no,no,286.6,223.2,203.7,1.0,1,67
1783,South Atlantic,160.0,no,yes,164.6,262.8,123.8,1.0,0,41
1784,West South Central,79.0,no,no,144.0,135.8,212.4,1.0,0,50
1785,South Atlantic,92.0,no,yes,141.6,207.9,203.6,0.0,0,47
1786,East North Central,59.0,no,no,204.3,247.3,214.7,1.0,0,54
1787,West North Central,132.0,no,no,163.2,167.6,87.5,1.0,0,60
1788,West North Central,21.0,no,no,225.0,244.2,221.2,0.0,0,43
1789,West North Central,93.0,no,no,176.1,199.7,263.9,2.0,0,43
1790,Middle Atlantic,147.0,no,yes,254.2,228.1,98.0,5.0,0,35
1791,Pacific,101.0,no,no,174.9,262.0,210.0,1.0,0,61
1792,New England,125.0,yes,no,187.3,160.7,263.8,0.0,1,57
1793,Mountain,63.0,no,no,211.8,230.9,217.1,3.0,0,45
1794,South Atlantic,107.0,no,no,241.9,126.9,185.6,0.0,0,48
1795,West North Central,110.0,no,no,196.1,199.7,135.9,3.0,0,51
1796,New England,83.0,no,no,231.3,210.4,217.4,3.0,0,32
1797,West North Central,117.0,no,no,161.6,196.3,294.8,1.0,0,32
1798,East South Central,124.0,no,no,194.0,241.0,227.5,0.0,0,45
1799,New England,115.0,no,no,109.7,223.8,240.3,3.0,0,56
1800,Mountain,156.0,yes,no,277.0,238.3,94.4,1.0,0,51
1801,East South Central,89.0,no,no,192.1,163.6,169.7,0.0,0,54
1802,East South Central,72.0,no,no,198.4,216.9,112.8,0.0,0,48
1803,East North Central,101.0,no,yes,209.2,159.7,181.6,0.0,0,53
1804,Pacific,53.0,no,no,184.8,216.4,141.1,2.0,0,51
1805,West North Central,116.0,no,no,167.8,142.0,190.7,2.0,0,41
1806,South Atlantic,78.0,no,no,139.2,191.4,286.5,3.0,0,51
1807,Pacific,117.0,no,yes,221.3,167.6,262.7,0.0,0,52
1808,West North Central,56.0,no,no,121.6,165.3,243.9,1.0,0,41
1809,East North Central,123.0,no,yes,270.4,245.1,108.9,1.0,0,36
1810,East North Central,127.0,no,no,139.6,240.9,127.1,2.0,0,51
1811,West South Central,116.0,no,yes,253.0,138.9,277.8,2.0,0,49
1812,West North Central,138.0,no,yes,183.9,240.7,185.7,1.0,0,30
1813,West South Central,120.0,no,no,203.3,259.9,115.9,3.0,0,60
1814,East North Central,102.0,no,no,200.6,152.5,199.4,3.0,0,50
1815,Pacific,95.0,no,no,167.6,176.0,250.9,2.0,0,53
1816,South Atlantic,102.0,no,no,156.5,204.3,141.9,2.0,0,44
1817,West South Central,89.0,no,yes,215.1,197.4,162.1,1.0,0,60
1818,New England,50.0,no,no,301.7,167.1,72.2,1.0,0,47
1819,East North Central,93.0,no,yes,152.3,267.5,266.9,7.0,0,29
1820,Mountain,68.0,no,no,195.4,212.1,138.4,1.0,0,48
1821,East North Central,70.0,no,no,208.7,275.5,182.5,2.0,0,37
1822,West North Central,138.0,no,yes,190.1,223.2,256.2,0.0,0,47
1823,South Atlantic,141.0,no,yes,185.4,178.5,218.3,4.0,0,69
1824,New England,112.0,no,yes,183.2,252.8,156.7,0.0,0,61
1825,New England,117.0,yes,no,54.2,303.2,171.8,1.0,1,53
1826,West North Central,1.0,no,yes,208.0,185.0,177.7,1.0,0,23
1827,East South Central,70.0,no,no,230.3,77.9,247.1,1.0,0,64
1828,Pacific,87.0,no,yes,240.8,75.9,224.6,2.0,0,54
1829,South Atlantic,52.0,no,yes,195.7,106.2,157.4,2.0,0,41
1830,Pacific,97.0,no,no,276.1,201.1,231.3,0.0,1,47
1831,Mountain,105.0,no,no,166.1,175.9,243.5,2.0,0,46
1832,South Atlantic,77.0,no,yes,135.9,244.5,207.5,4.0,1,66
1833,South Atlantic,80.0,yes,no,189.1,223.2,269.0,2.0,1,48
1834,New England,120.0,no,yes,177.9,175.1,161.3,1.0,0,49
1835,Mountain,54.0,no,yes,143.9,210.3,129.2,2.0,0,54
1836,South Atlantic,148.0,yes,no,148.2,159.6,197.4,2.0,0,41
1837,Middle Atlantic,119.0,no,no,287.1,159.3,216.8,2.0,1,57
1838,South Atlantic,162.0,no,yes,179.7,218.1,212.3,1.0,1,42
1839,West North Central,85.0,no,no,165.8,190.0,144.0,5.0,1,51
1840,West North Central,101.0,no,yes,144.1,167.6,240.0,1.0,0,45
1841,New England,69.0,no,no,195.1,261.5,203.8,0.0,0,38
1842,East North Central,146.0,no,no,149.3,187.1,149.8,7.0,1,52
1843,West South Central,119.0,no,no,81.9,253.8,213.1,2.0,1,71
1844,New England,142.0,yes,yes,191.1,149.6,227.8,0.0,0,54
1845,South Atlantic,123.0,no,no,206.9,224.4,197.4,3.0,0,52
1846,East South Central,101.0,no,no,239.0,273.0,278.2,1.0,1,49
1847,Mountain,43.0,no,no,179.3,252.7,227.5,0.0,0,39
1848,East North Central,69.0,no,no,185.3,219.1,243.6,0.0,0,48
1849,Middle Atlantic,15.0,yes,no,141.4,123.9,323.5,2.0,0,46
1850,East North Central,107.0,no,yes,248.6,119.3,194.3,1.0,0,52
1851,South Atlantic,67.0,no,no,152.5,252.4,185.4,2.0,0,50
1852,Middle Atlantic,99.0,no,no,145.6,230.9,181.5,1.0,0,58
1853,West South Central,46.0,no,no,164.2,196.2,236.1,1.0,0,51
1854,South Atlantic,55.0,yes,no,221.0,165.4,235.4,1.0,0,58
1855,East South Central,39.0,no,no,295.4,232.1,204.4,1.0,1,40
1856,West South Central,92.0,no,no,139.8,174.9,201.6,2.0,0,57
1857,New England,56.0,no,no,162.3,149.1,255.5,4.0,1,66
1858,West North Central,76.0,no,no,272.7,236.4,235.5,0.0,1,56
1859,Pacific,132.0,yes,yes,200.3,226.6,198.8,2.0,0,51
1860,South Atlantic,140.0,no,yes,157.1,172.4,184.5,1.0,0,43
1861,Pacific,51.0,yes,yes,135.8,200.6,192.4,2.0,0,66
1862,West North Central,27.0,no,no,236.7,231.9,164.7,1.0,0,44
1863,Mountain,224.0,no,no,111.4,175.0,217.2,3.0,0,49
1864,West South Central,105.0,yes,yes,156.1,107.1,167.7,0.0,1,56
1865,Pacific,117.0,no,no,191.1,282.8,84.8,2.0,0,45
1866,West North Central,91.0,no,no,153.0,141.1,171.5,1.0,1,52
1867,East North Central,135.0,no,no,218.8,242.8,85.8,4.0,0,49
1868,South Atlantic,146.0,no,no,205.4,134.9,310.5,3.0,0,51
1869,East North Central,147.0,yes,no,225.2,184.9,143.2,0.0,1,54
1870,East North Central,68.0,no,no,249.9,254.5,273.2,2.0,1,45
1871,Mountain,68.0,no,no,131.6,137.0,256.3,3.0,0,62
1872,Pacific,86.0,no,yes,197.9,165.6,208.0,0.0,0,51
1873,East South Central,131.0,no,no,166.5,210.2,257.2,1.0,0,53
1874,East North Central,86.0,no,yes,225.4,187.1,281.1,1.0,0,63
1875,New England,159.0,no,no,275.8,189.5,223.9,2.0,1,59
1876,Mountain,134.0,no,yes,142.9,88.6,290.0,1.0,0,53
1877,New England,113.0,no,no,207.2,256.0,211.0,1.0,0,39
1878,West North Central,132.0,no,no,206.2,211.2,196.2,1.0,0,54
1879,East South Central,85.0,no,no,210.3,195.8,221.6,1.0,0,52
1880,Middle Atlantic,93.0,yes,yes,225.7,119.6,193.2,1.0,1,66
1881,Pacific,174.0,no,yes,167.8,205.3,130.0,4.0,1,58
1882,Middle Atlantic,61.0,no,no,197.7,152.2,221.0,2.0,0,49
1883,South Atlantic,91.0,no,yes,169.8,65.2,144.4,1.0,0,44
1884,West North Central,88.0,no,yes,190.6,237.3,211.6,2.0,0,66
1885,New England,88.0,no,yes,80.3,153.3,309.2,2.0,0,54
1886,New England,195.0,no,yes,231.7,225.1,201.7,0.0,0,59
1887,Mountain,182.0,no,no,69.1,230.3,256.7,0.0,0,25
1888,Mountain,118.0,no,no,188.8,217.4,220.1,4.0,0,35
1889,New England,103.0,no,no,150.6,169.1,221.2,8.0,1,52
1890,East North Central,65.0,no,no,192.0,139.5,187.4,2.0,0,35
1891,Mountain,61.0,no,yes,163.7,113.2,134.1,3.0,0,65
1892,South Atlantic,172.0,no,no,211.7,198.7,301.7,1.0,0,62
1893,Middle Atlantic,72.0,no,no,175.5,132.3,242.9,1.0,0,59
1894,Mountain,113.0,no,no,150.1,200.1,266.7,2.0,0,49
1895,West North Central,177.0,no,no,189.5,176.3,225.9,1.0,0,48
1896,Pacific,100.0,no,no,70.8,215.6,230.8,6.0,1,53
1897,Mountain,67.0,no,no,215.5,190.7,214.5,1.0,0,36
1898,South Atlantic,136.0,no,no,101.7,202.8,136.2,3.0,0,50
1899,South Atlantic,71.0,no,no,258.4,126.8,182.4,4.0,0,49
1900,Pacific,134.0,no,no,242.4,152.9,318.3,1.0,0,52
1901,New England,124.0,no,no,131.8,284.3,305.5,1.0,0,47
1902,Middle Atlantic,84.0,no,no,190.2,197.7,247.5,2.0,0,56
1903,New England,39.0,no,no,154.1,204.2,196.2,2.0,0,53
1904,West South Central,110.0,no,no,188.0,90.5,150.3,3.0,0,43
1905,East South Central,102.0,no,no,103.1,275.0,141.1,1.0,0,42
1906,Mountain,70.0,no,no,175.4,159.5,260.6,0.0,0,37
1907,Middle Atlantic,142.0,no,no,145.4,209.1,214.0,1.0,0,49
1908,South Atlantic,81.0,yes,no,250.6,187.9,120.3,1.0,0,52
1909,New England,17.0,no,no,161.5,214.2,315.0,1.0,0,43
1910,Middle Atlantic,119.0,no,no,260.1,256.5,229.1,1.0,1,46
1911,Pacific,105.0,no,no,281.3,301.5,202.8,0.0,1,57
1912,South Atlantic,108.0,yes,yes,130.1,167.0,244.7,3.0,1,53
1913,South Atlantic,90.0,no,no,102.0,113.3,188.6,2.0,0,32
1914,East North Central,100.0,no,yes,218.7,155.0,99.0,1.0,0,53
1915,Pacific,155.0,no,yes,128.5,188.4,254.4,1.0,0,52
1916,Mountain,113.0,no,no,128.7,227.1,178.1,2.0,1,39
1917,East North Central,123.0,no,no,172.2,162.6,250.3,1.0,0,65
1918,South Atlantic,145.0,no,no,199.2,126.0,289.2,1.0,0,63
1919,West North Central,42.0,no,no,184.5,200.5,279.2,2.0,0,58
1920,Mountain,125.0,no,no,168.6,175.6,243.3,0.0,0,47
1921,Pacific,131.0,no,yes,174.0,205.3,218.2,1.0,0,35
1922,Pacific,107.0,no,no,230.4,257.4,107.3,1.0,0,49
1923,East North Central,48.0,no,no,198.2,202.8,146.4,1.0,0,68
1924,East North Central,76.0,no,no,186.1,211.6,230.6,0.0,0,45
1925,West South Central,128.0,no,no,148.5,243.0,255.2,1.0,0,63
1926,East North Central,73.0,no,no,157.1,268.8,181.5,0.0,0,32
1927,West South Central,52.0,no,no,155.0,133.4,176.1,4.0,1,57
1928,East North Central,126.0,yes,yes,129.3,176.5,154.5,1.0,0,49
1929,South Atlantic,124.0,no,no,188.5,182.0,218.2,1.0,0,61
1930,Pacific,137.0,no,no,208.8,225.3,221.6,0.0,0,48
1931,West North Central,71.0,no,no,238.0,278.5,193.1,0.0,1,47
1932,West North Central,139.0,no,no,211.1,206.9,193.9,0.0,0,47
1933,East South Central,107.0,no,yes,198.9,207.0,159.8,3.0,0,60
1934,East South Central,147.0,no,no,212.8,204.1,156.2,1.0,0,57
1935,New England,116.0,no,no,137.4,120.0,130.3,3.0,0,58
1936,Middle Atlantic,60.0,no,yes,191.8,267.8,200.5,2.0,0,41
1937,West South Central,38.0,no,no,149.0,49.2,163.3,0.0,0,38
1938,South Atlantic,63.0,no,no,117.1,249.6,162.2,3.0,0,65
1939,Mountain,94.0,no,no,108.0,241.9,252.1,3.0,0,46
1940,New England,131.0,no,no,112.8,199.4,142.7,0.0,0,31
1941,East South Central,158.0,no,no,175.9,188.3,188.3,1.0,0,42
1942,Middle Atlantic,139.0,no,no,236.6,169.9,212.3,1.0,1,75
1943,West North Central,77.0,no,no,169.4,184.9,234.3,1.0,0,45
1944,East North Central,140.0,no,no,129.6,246.2,172.1,3.0,0,51
1945,East South Central,72.0,no,no,177.1,184.7,174.1,1.0,0,46
1946,West North Central,52.0,no,yes,133.3,184.1,272.9,1.0,0,41
1947,South Atlantic,103.0,no,no,167.8,212.9,208.2,5.0,0,58
1948,West North Central,74.0,no,yes,174.6,310.6,234.7,1.0,0,57
1949,West North Central,124.0,no,no,150.3,255.9,136.7,2.0,0,47
1950,Mountain,85.0,no,yes,283.2,239.7,149.5,5.0,0,47
1951,East South Central,113.0,no,yes,157.8,161.5,271.5,5.0,1,38
1952,Pacific,71.0,no,no,141.2,149.1,171.4,2.0,0,51
1953,Mountain,177.0,no,yes,230.2,196.1,215.4,1.0,0,39
1954,South Atlantic,49.0,yes,no,237.8,208.9,167.8,2.0,1,50
1955,New England,106.0,yes,no,204.0,168.5,164.0,3.0,1,58
1956,Mountain,60.0,no,no,221.1,178.6,202.7,1.0,0,53
1957,East South Central,43.0,no,no,177.2,142.6,314.1,4.0,0,40
1958,New England,66.0,no,no,118.0,248.1,214.4,1.0,0,49
1959,West North Central,125.0,no,no,163.8,255.6,192.9,0.0,0,38
1960,South Atlantic,114.0,no,yes,141.3,230.4,223.7,3.0,0,70
1961,East South Central,112.0,no,no,272.5,226.1,159.1,3.0,1,66
1962,Mountain,101.0,no,yes,118.9,228.3,180.1,2.0,0,51
1963,East North Central,70.0,no,no,7.9,136.4,156.6,0.0,0,51
1964,Pacific,59.0,no,no,159.5,167.2,138.6,0.0,0,38
1965,Mountain,59.0,no,no,150.2,185.7,212.5,1.0,0,66
1966,Mountain,124.0,no,yes,144.5,262.3,226.5,2.0,0,50
1967,South Atlantic,99.0,no,no,140.7,210.9,229.9,2.0,0,53
1968,South Atlantic,150.0,no,no,169.2,216.8,179.4,1.0,0,42
1969,New England,81.0,no,no,220.8,148.5,183.9,2.0,0,43
1970,East North Central,86.0,no,no,216.3,266.3,214.0,0.0,0,57
1971,South Atlantic,84.0,no,no,169.5,157.6,98.2,0.0,0,41
1972,Mountain,118.0,no,yes,256.3,258.1,215.5,1.0,0,51
1973,Mountain,89.0,no,no,179.7,299.8,185.3,1.0,0,55
1974,West North Central,93.0,no,no,266.0,130.1,165.8,3.0,0,43
1975,West South Central,85.0,no,no,96.7,193.8,171.7,2.0,0,56
1976,Mountain,160.0,no,no,82.7,194.6,159.0,0.0,0,41
1977,Middle Atlantic,28.0,no,no,168.2,161.7,192.4,3.0,0,51
1978,West South Central,73.0,no,no,286.4,178.2,214.2,1.0,1,48
1979,Middle Atlantic,156.0,no,no,174.3,186.6,258.2,3.0,0,35
1980,Pacific,33.0,yes,no,190.6,161.7,189.9,1.0,0,58
1981,Pacific,77.0,no,no,175.5,205.1,245.2,4.0,0,35
1982,Middle Atlantic,119.0,no,no,133.4,204.6,196.9,1.0,0,48
1983,West South Central,91.0,no,yes,204.6,136.0,210.5,3.0,0,47
1984,East North Central,102.0,no,no,242.2,233.2,188.5,3.0,0,42
1985,West South Central,86.0,no,yes,253.1,210.1,95.0,3.0,0,54
1986,West South Central,82.0,no,no,130.0,185.3,178.7,0.0,0,40
1987,South Atlantic,89.0,no,no,105.9,189.6,170.9,0.0,0,52
1988,Mountain,86.0,no,no,194.2,193.8,192.0,3.0,0,56
1989,East North Central,134.0,no,no,183.8,123.5,160.7,1.0,0,51
1990,Pacific,92.0,no,no,196.5,190.0,163.2,2.0,0,45
1991,West North Central,87.0,no,no,184.5,172.0,183.4,3.0,0,35
1992,West North Central,64.0,no,no,261.9,148.1,145.2,0.0,0,38
1993,New England,80.0,no,no,202.4,260.2,177.4,3.0,0,44
1994,South Atlantic,165.0,no,yes,167.4,172.7,192.6,3.0,0,60
1995,Mountain,153.0,no,yes,167.7,246.8,203.9,1.0,0,55
1996,New England,41.0,no,yes,191.7,193.0,149.4,1.0,0,32
1997,West North Central,108.0,no,no,240.2,230.3,217.0,2.0,0,56
1998,Middle Atlantic,104.0,no,yes,189.1,178.2,199.3,1.0,0,52
1999,South Atlantic,115.0,no,no,127.7,182.9,172.9,1.0,0,59
2000,West South Central,87.0,no,no,205.2,99.5,189.5,1.0,0,51
2001,South Atlantic,159.0,no,yes,153.6,216.9,161.3,2.0,0,50
2002,East North Central,119.0,no,no,154.5,193.6,180.9,2.0,0,55
2003,Mountain,69.0,no,no,153.7,194.0,256.1,1.0,0,58
2004,East North Central,87.0,yes,yes,171.2,185.8,227.6,1.0,0,56
2005,West North Central,93.0,no,no,328.1,151.7,303.5,1.0,1,58
2006,West South Central,154.0,yes,no,145.9,208.2,180.9,0.0,1,51
2007,West North Central,57.0,no,yes,201.2,280.1,154.2,1.0,0,60
2008,West North Central,130.0,no,no,139.1,246.0,207.2,5.0,0,63
2009,Middle Atlantic,151.0,no,no,118.9,278.3,194.8,2.0,0,57
